Time,Barometric Pressure[mH20],PanelTemp[degC],BP_mbar,Primary Pond Level[m],SmartPT_Temp[N/A]
2020-06-01 0:00,9.797680382,17.55,960.8395,338.48,11
2020-06-01 0:05,9.798258551,17.26,960.8962,338.48,11
2020-06-01 0:10,9.797695677,16.92,960.841,338.47,11
2020-06-01 0:15,9.799562748,16.73,961.0241,338.48,11
2020-06-01 0:20,9.797016557,16.25,960.7744,338.48,11
2020-06-01 0:25,9.796008074,15.87,960.6755,338.48,11
2020-06-01 0:30,9.792708324,15.59,960.3519,338.48,11
2020-06-01 0:35,9.788831425,15.38,959.9717,338.48,11
2020-06-01 0:40,9.786696173,15.03,959.7623,338.48,11
2020-06-01 0:45,9.787416081,14.88,959.8329,338.48,11
2020-06-01 0:50,9.785809034,14.95,959.6753,338.48,11
2020-06-01 0:55,9.78558368,15.07,959.6532,338.48,11
2020-06-01 1:00,9.784277445,15.1,959.5251,338.48,11
2020-06-01 1:05,9.785408292,15.13,959.636,338.48,11
2020-06-01 1:10,9.781867894,15.17,959.2888,338.48,11
2020-06-01 1:15,9.78154057,15.23,959.2567,338.48,11
2020-06-01 1:20,9.780743165,15.3,959.1785,338.48,11
2020-06-01 1:25,9.778907705,15.25,958.9985,338.48,11
2020-06-01 1:30,9.778848562,15.29,958.9927,338.48,11
2020-06-01 1:35,9.777757483,15.53,958.8857,338.48,11
2020-06-01 1:40,9.776989649,15.39,958.8104,338.48,11
2020-06-01 1:45,9.776290135,15.43,958.7418,338.47,11
2020-06-01 1:50,9.777218062,15.4,958.8328,338.47,11
2020-06-01 1:55,9.774930875,15.4,958.6085,338.47,11
2020-06-01 2:00,9.772642668,15.35,958.3841,338.47,11.1
2020-06-01 2:05,9.769827276,15.44,958.108,338.47,11.1
2020-06-01 2:10,9.770614484,15.45,958.1852,338.47,11
2020-06-01 2:15,9.770038354,15.36,958.1287,338.47,11
2020-06-01 2:20,9.769285815,15.2,958.0549,338.47,11
2020-06-01 2:25,9.768626069,15.28,957.9902,338.47,11
2020-06-01 2:30,9.768239603,15.24,957.9523,338.47,11.1
2020-06-01 2:35,9.767652256,15.22,957.8947,338.47,11.1
2020-06-01 2:40,9.766118627,15.24,957.7443,338.47,11
2020-06-01 2:45,9.767100598,15.17,957.8406,338.47,11.1
2020-06-01 2:50,9.763365437,15.19,957.4743,338.47,11
2020-06-01 2:55,9.763365437,15.07,957.4743,338.47,11.1
2020-06-01 3:00,9.762596583,15.2,957.3989,338.47,11.1
2020-06-01 3:05,9.761503465,14.96,957.2917,338.47,11.1
2020-06-01 3:10,9.762488495,14.91,957.3883,338.47,11.1
2020-06-01 3:15,9.764762426,14.81,957.6113,338.47,11.1
2020-06-01 3:20,9.764689008,14.74,957.6041,338.47,11.1
2020-06-01 3:25,9.765888175,14.72,957.7217,338.47,11.1
2020-06-01 3:30,9.764497304,14.67,957.5853,338.47,11.1
2020-06-01 3:35,9.76502245,14.54,957.6368,338.47,11.1
2020-06-01 3:40,9.7647818,14.42,957.6132,338.47,11.1
2020-06-01 3:45,9.764322935,14.32,957.5682,338.47,11.1
2020-06-01 3:50,9.763809007,14.18,957.5178,338.47,11.1
2020-06-01 3:55,9.764182217,14.1,957.5544,338.46,11.1
2020-06-01 4:00,9.763639736,14.02,957.5012,338.46,11.1
2020-06-01 4:05,9.762389584,13.92,957.3786,338.46,11.1
2020-06-01 4:10,9.762263141,14,957.3662,338.46,11.1
2020-06-01 4:15,9.760114634,13.92,957.1555,338.46,11.1
2020-06-01 4:20,9.756651732,13.94,956.8159,338.46,11.1
2020-06-01 4:25,9.753400929,13.91,956.4971,338.46,11.1
2020-06-01 4:30,9.752102851,13.83,956.3698,338.46,11.1
2020-06-01 4:35,9.752163013,13.74,956.3757,338.46,11.1
2020-06-01 4:40,9.749143681,13.68,956.0796,338.46,11.2
2020-06-01 4:45,9.749494458,13.89,956.114,338.46,11.1
2020-06-01 4:50,9.750005328,13.63,956.1641,338.46,11.1
2020-06-01 4:55,9.750363242,13.81,956.1992,338.46,11.1
2020-06-01 5:00,9.749580113,13.85,956.1224,338.46,11.1
2020-06-01 5:05,9.747300064,13.96,955.8988,338.46,11.1
2020-06-01 5:10,9.745541081,14.12,955.7263,338.46,11.1
2020-06-01 5:15,9.745131162,14.3,955.6861,338.46,11.1
2020-06-01 5:20,9.744436746,14.52,955.618,338.46,11.2
2020-06-01 5:25,9.742241332,14.68,955.4027,338.46,11.1
2020-06-01 5:30,9.741254262,14.83,955.3059,338.46,11.2
2020-06-01 5:35,9.741380705,14.9,955.3183,338.46,11.1
2020-06-01 5:40,9.740688329,15.02,955.2504,338.46,11.1
2020-06-01 5:45,9.74313153,15.19,955.49,338.46,11.1
2020-06-01 5:50,9.742053707,15.39,955.3843,338.46,11.2
2020-06-01 5:55,9.742530927,15.59,955.4311,338.46,11.1
2020-06-01 6:00,9.742188308,15.7,955.3975,338.46,11.2
2020-06-01 6:05,9.74051498,15.88,955.2334,338.46,11.2
2020-06-01 6:10,9.74112782,16,955.2935,338.46,11.2
2020-06-01 6:15,9.743902423,16.29,955.5656,338.46,11.2
2020-06-01 6:20,9.740437483,16.28,955.2258,338.46,11.2
2020-06-01 6:25,9.739536068,16.43,955.1374,338.46,11.2
2020-06-01 6:30,9.740146868,16.53,955.1973,338.46,11.2
2020-06-01 6:35,9.738225753,16.77,955.0089,338.46,11.2
2020-06-01 6:40,9.737244802,16.78,954.9127,338.46,11.2
2020-06-01 6:45,9.737397757,16.86,954.9277,338.46,11.2
2020-06-01 6:50,9.736773701,17,954.8665,338.46,11.2
2020-06-01 6:55,9.736496342,17.08,954.8393,338.46,11.2
2020-06-01 7:00,9.736309737,17.24,954.821,338.46,11.2
2020-06-01 7:05,9.73480568,17.47,954.6735,338.46,11.2
2020-06-01 7:10,9.734440627,17.5,954.6377,338.46,11.2
2020-06-01 7:15,9.734648646,17.68,954.6581,338.46,11.2
2020-06-01 7:20,9.732728551,17.87,954.4698,338.46,11.2
2020-06-01 7:25,9.732817265,18.08,954.4785,338.46,11.2
2020-06-01 7:30,9.732497079,18.39,954.4471,338.46,11.2
2020-06-01 7:35,9.731455965,18.58,954.345,338.46,11.2
2020-06-01 7:40,9.731941342,18.83,954.3926,338.46,11.3
2020-06-01 7:45,9.728835336,19.09,954.088,338.46,11.2
2020-06-01 7:50,9.729149404,19.41,954.1188,338.46,11.2
2020-06-01 7:55,9.730866578,19.8,954.2872,338.46,11.2
2020-06-01 8:00,9.727982867,19.63,954.0044,338.46,11.3
2020-06-01 8:05,9.728735405,19.41,954.0782,338.46,11.2
2020-06-01 8:10,9.72844785,19.35,954.05,338.46,11.2
2020-06-01 8:15,9.729425742,18.93,954.1459,338.46,11.2
2020-06-01 8:20,9.7295685,18.72,954.1599,338.46,11.2
2020-06-01 8:25,9.729896844,18.4,954.1921,338.46,11.2
2020-06-01 8:30,9.730539255,18.11,954.2551,338.46,11.3
2020-06-01 8:35,9.730869638,17.86,954.2875,338.46,11.3
2020-06-01 8:40,9.730291468,17.63,954.2308,338.46,11.3
2020-06-01 8:45,9.730320019,17.34,954.2336,338.46,11.2
2020-06-01 8:50,9.730087528,17.05,954.2108,338.46,11.3
2020-06-01 8:55,9.72967047,16.92,954.1699,338.46,11.3
2020-06-01 9:00,9.729528732,16.79,954.156,338.46,11.3
2020-06-01 9:05,9.729272787,16.64,954.1309,338.46,11.3
2020-06-01 9:10,9.728368313,16.56,954.0422,338.46,11.3
2020-06-01 9:15,9.728061384,16.4,954.0121,338.46,11.3
2020-06-01 9:20,9.72844683,16.4,954.0499,338.46,11.3
2020-06-01 9:25,9.728852671,16.44,954.0897,338.46,11.3
2020-06-01 9:30,9.729107596,16.39,954.1147,338.46,11.3
2020-06-01 9:35,9.730630008,16.34,954.264,338.46,11.3
2020-06-01 9:40,9.730482152,16.23,954.2495,338.46,11.3
2020-06-01 9:45,9.73062389,16.23,954.2634,338.46,11.3
2020-06-01 9:50,9.730750333,16.11,954.2758,338.46,11.3
2020-06-01 9:55,9.730802337,16.23,954.2809,338.46,11.3
2020-06-01 10:00,9.731110287,16.1,954.3111,338.46,11.3
2020-06-01 10:05,9.731557935,16.12,954.355,338.46,11.3
2020-06-01 10:10,9.731891377,16.1,954.3877,338.46,11.3
2020-06-01 10:15,9.732352281,16.21,954.4329,338.46,11.3
2020-06-01 10:20,9.73140498,16.23,954.34,338.46,11.3
2020-06-01 10:25,9.731480438,16.23,954.3474,338.47,11.3
2020-06-01 10:30,9.732585793,16.17,954.4558,338.47,11.3
2020-06-01 10:35,9.733093603,16.18,954.5056,338.47,11.3
2020-06-01 10:40,9.733075249,16.24,954.5038,338.47,11.3
2020-06-01 10:45,9.733696246,16.28,954.5647,338.47,11.3
2020-06-01 10:50,9.734383524,16.31,954.6321,338.47,11.3
2020-06-01 10:55,9.734862783,16.49,954.6791,338.47,11.3
2020-06-01 11:00,9.735422598,16.49,954.734,338.46,11.4
2020-06-01 11:05,9.735981394,16.78,954.7888,338.46,11.4
2020-06-01 11:10,9.73589064,16.62,954.7799,338.46,11.3
2020-06-01 11:15,9.736791035,16.76,954.8682,338.46,11.3
2020-06-01 11:20,9.737541535,16.9,954.9418,338.46,11.4
2020-06-01 11:25,9.737807676,16.98,954.9679,338.46,11.4
2020-06-01 11:30,9.738232891,17.12,955.0096,338.46,11.4
2020-06-01 11:35,9.738702973,17.13,955.0557,338.46,11.3
2020-06-01 11:40,9.738954839,17.14,955.0804,338.46,11.4
2020-06-01 11:45,9.739719614,17.14,955.1554,338.46,11.4
2020-06-01 11:50,9.739825663,17.23,955.1658,338.46,11.3
2020-06-01 11:55,9.741013613,17.2,955.2823,338.46,11.3
2020-06-01 12:00,9.740880032,17.23,955.2692,338.46,11.4
2020-06-01 12:05,9.743423164,17.21,955.5186,338.46,11.4
2020-06-01 12:10,9.743762724,17.24,955.5519,338.46,11.4
2020-06-01 12:15,9.744882355,17.4,955.6617,338.46,11.4
2020-06-01 12:20,9.746165138,17.52,955.7875,338.45,11.4
2020-06-01 12:25,9.749188548,17.83,956.084,338.45,11.4
2020-06-01 12:30,9.750465212,18.15,956.2092,338.45,11.4
2020-06-01 12:35,9.752178308,18.16,956.3772,338.45,11.4
2020-06-01 12:40,9.753285703,18.5,956.4858,338.45,11.4
2020-06-01 12:45,9.754495067,18.34,956.6044,338.45,11.4
2020-06-01 12:50,9.755108926,18.36,956.6646,338.45,11.4
2020-06-01 12:55,9.755959356,18.25,956.748,338.45,11.4
2020-06-01 13:00,9.756075602,18.34,956.7594,338.45,11.4
2020-06-01 13:05,9.758221051,18.45,956.9698,338.45,11.4
2020-06-01 13:10,9.759796487,18.6,957.1243,338.45,11.4
2020-06-01 13:15,9.761991901,18.86,957.3396,338.45,11.4
2020-06-01 13:20,9.763452112,19.08,957.4828,338.45,11.4
2020-06-01 13:25,9.763373595,19.22,957.4751,338.45,11.5
2020-06-01 13:30,9.764232182,19.21,957.5593,338.45,11.4
2020-06-01 13:35,9.765253922,19.28,957.6595,338.45,11.4
2020-06-01 13:40,9.766194085,19.47,957.7517,338.45,11.4
2020-06-01 13:45,9.768325258,19.41,957.9607,338.45,11.5
2020-06-01 13:50,9.770069965,19.24,958.1318,338.45,11.4
2020-06-01 13:55,9.769164471,19.33,958.043,338.45,11.4
2020-06-01 14:00,9.770399328,19.51,958.1641,338.45,11.4
2020-06-01 14:05,9.770933651,19.35,958.2165,338.45,11.5
2020-06-01 14:10,9.771798356,19.66,958.3013,338.45,11.5
2020-06-01 14:15,9.772238867,19.57,958.3445,338.45,11.4
2020-06-01 14:20,9.771881972,19.9,958.3095,338.45,11.5
2020-06-01 14:25,9.772563131,19.76,958.3763,338.45,11.5
2020-06-01 14:30,9.77396216,19.89,958.5135,338.45,11.4
2020-06-01 14:35,9.77494617,19.97,958.61,338.45,11.4
2020-06-01 14:40,9.776520587,19.96,958.7644,338.45,11.4
2020-06-01 14:45,9.777157899,20.01,958.8269,338.45,11.4
2020-06-01 14:50,9.778350948,19.98,958.9439,338.45,11.4
2020-06-01 14:55,9.778916882,19.98,958.9994,338.45,11.5
2020-06-01 15:00,9.780005921,20.02,959.1062,338.45,11.4
2020-06-01 15:05,9.781184695,20.2,959.2218,338.45,11.5
2020-06-01 15:10,9.782074893,20.24,959.3091,338.45,11.5
2020-06-01 15:15,9.783298533,20.18,959.4291,338.45,11.5
2020-06-01 15:20,9.783599344,20.3,959.4586,338.45,11.5
2020-06-01 15:25,9.784173435,19.92,959.5149,338.45,11.5
2020-06-01 15:30,9.784542567,19.91,959.5511,338.45,11.5
2020-06-01 15:35,9.784480365,19.77,959.545,338.45,11.5
2020-06-01 15:40,9.785997679,19.73,959.6938,338.45,11.5
2020-06-01 15:45,9.786890936,19.66,959.7814,338.45,11.5
2020-06-01 15:50,9.787598608,19.81,959.8508,338.45,11.5
2020-06-01 15:55,9.788798795,20.36,959.9685,338.45,11.5
2020-06-01 16:00,9.789885795,20.29,960.0751,338.45,11.5
2020-06-01 16:05,9.790010198,20.61,960.0873,338.45,11.4
2020-06-01 16:10,9.792011869,20.82,960.2836,338.45,11.5
2020-06-01 16:15,9.792338173,20.86,960.3156,338.45,11.5
2020-06-01 16:20,9.793445567,20.83,960.4242,338.45,11.5
2020-06-01 16:25,9.794767099,20.73,960.5538,338.45,11.5
2020-06-01 16:30,9.794900679,20.61,960.5669,338.45,11.5
2020-06-01 16:35,9.79554309,20.54,960.6299,338.45,11.5
2020-06-01 16:40,9.796893173,20.36,960.7623,338.45,11.5
2020-06-01 16:45,9.798356443,20.41,960.9058,338.45,11.5
2020-06-01 16:50,9.795765385,20.03,960.6517,338.46,11.5
2020-06-01 16:55,9.799202794,19.72,960.9888,338.45,11.5
2020-06-01 17:00,9.797841494,19.5,960.8553,338.45,11.5
2020-06-01 17:05,9.79945364,19.25,961.0134,338.45,11.5
2020-06-01 17:10,9.800381567,19.16,961.1044,338.45,11.5
2020-06-01 17:15,9.799942076,19.07,961.0613,338.45,11.5
2020-06-01 17:20,9.802425046,19.08,961.3048,338.45,11.5
2020-06-01 17:25,9.803749636,19.25,961.4347,338.45,11.5
2020-06-01 17:30,9.806257078,19.17,961.6806,338.45,11.5
2020-06-01 17:35,9.807732584,18.99,961.8253,338.45,11.5
2020-06-01 17:40,9.805817588,18.95,961.6375,338.45,11.5
2020-06-01 17:45,9.809850501,18.81,962.033,338.45,11.5
2020-06-01 17:50,9.809839284,18.82,962.0319,338.45,11.5
2020-06-01 17:55,9.811001742,18.8,962.1459,338.45,11.5
2020-06-01 18:00,9.811870527,18.8,962.2311,338.45,11.5
2020-06-01 18:05,9.812790296,18.66,962.3213,338.45,11.5
2020-06-01 18:10,9.811832798,18.63,962.2274,338.45,11.5
2020-06-01 18:15,9.814791967,18.5,962.5176,338.45,11.6
2020-06-01 18:20,9.816339872,18.33,962.6694,338.45,11.5
2020-06-01 18:25,9.818609724,18.24,962.892,338.44,11.6
2020-06-01 18:30,9.818721891,18.03,962.903,338.45,11.5
2020-06-01 18:35,9.819975102,17.83,963.0259,338.44,11.5
2020-06-01 18:40,9.820611395,17.63,963.0883,338.45,11.5
2020-06-01 18:45,9.821259924,17.36,963.1519,338.44,11.5
2020-06-01 18:50,9.822262289,17.15,963.2502,338.44,11.6
2020-06-01 18:55,9.822867991,17,963.3096,338.44,11.6
2020-06-01 19:00,9.823681712,16.89,963.3894,338.44,11.5
2020-06-01 19:05,9.825179651,16.79,963.5363,338.44,11.6
2020-06-01 19:10,9.824428132,16.85,963.4626,338.45,11.6
2020-06-01 19:15,9.826121854,16.79,963.6287,338.44,11.6
2020-06-01 19:20,9.825937288,16.84,963.6106,338.44,11.6
2020-06-01 19:25,9.82739342,16.78,963.7534,338.44,11.6
2020-06-01 19:30,9.828120466,16.76,963.8247,338.44,11.6
2020-06-01 19:35,9.827715645,16.75,963.785,338.44,11.5
2020-06-01 19:40,9.829304338,16.45,963.9408,338.44,11.6
2020-06-01 19:45,9.831447747,16.53,964.151,338.44,11.6
2020-06-01 19:50,9.829547026,16.48,963.9646,338.45,11.6
2020-06-01 19:55,9.832868189,16.49,964.2903,338.44,11.6
2020-06-01 20:00,9.833279128,16.45,964.3306,338.44,11.6
2020-06-01 20:05,9.833722698,16.35,964.3741,338.44,11.6
2020-06-01 20:10,9.833504482,16.33,964.3527,338.44,11.6
2020-06-01 20:15,9.833730855,16.2,964.3749,338.44,11.6
2020-06-01 20:20,9.835408262,16.1,964.5394,338.44,11.6
2020-06-01 20:25,9.836846039,16.05,964.6804,338.44,11.6
2020-06-01 20:30,9.835903836,16.05,964.588,338.44,11.6
2020-06-01 20:35,9.836522794,16.27,964.6487,338.45,11.6
2020-06-01 20:40,9.838219575,16.1,964.8151,338.44,11.6
2020-06-01 20:45,9.837976886,16.09,964.7913,338.44,11.6
2020-06-01 20:50,9.839158718,16.11,964.9072,338.44,11.6
2020-06-01 20:55,9.839559461,16.25,964.9465,338.45,11.6
2020-06-01 21:00,9.839668568,16.21,964.9572,338.45,11.6
2020-06-01 21:05,9.840826948,16.33,965.0708,338.45,11.6
2020-06-01 21:10,9.841586624,16.22,965.1453,338.45,11.6
2020-06-01 21:15,9.842183149,16.17,965.2038,338.45,11.6
2020-06-01 21:20,9.842795988,16.2,965.2639,338.45,11.6
2020-06-01 21:25,9.843159002,16.2,965.2995,338.45,11.6
2020-06-01 21:30,9.843162061,16.18,965.2998,338.45,11.6
2020-06-01 21:35,9.843443498,16.14,965.3274,338.45,11.7
2020-06-01 21:40,9.844160347,16.02,965.3977,338.45,11.6
2020-06-01 21:45,9.846004984,16.09,965.5786,338.45,11.7
2020-06-01 21:50,9.845559375,16.09,965.5349,338.45,11.7
2020-06-01 21:55,9.846526051,16.18,965.6297,338.45,11.6
2020-06-01 22:00,9.845535922,16.21,965.5326,338.45,11.7
2020-06-01 22:05,9.84503321,16.2,965.4833,338.45,11.6
2020-06-01 22:10,9.846172215,16.23,965.595,338.45,11.6
2020-06-01 22:15,9.846148762,16.16,965.5927,338.45,11.7
2020-06-01 22:20,9.847012448,16.18,965.6774,338.45,11.6
2020-06-01 22:25,9.847304082,16.19,965.706,338.45,11.7
2020-06-01 22:30,9.848152472,16.3,965.7892,338.45,11.6
2020-06-01 22:35,9.848446146,16.04,965.818,338.45,11.7
2020-06-01 22:40,9.848268718,16.07,965.8006,338.45,11.6
2020-06-01 22:45,9.848165729,16.07,965.7905,338.45,11.7
2020-06-01 22:50,9.848353353,16.01,965.8089,338.45,11.7
2020-06-01 22:55,9.847944454,15.95,965.7688,338.45,11.7
2020-06-01 23:00,9.848503249,15.89,965.8236,338.45,11.6
2020-06-01 23:05,9.848524663,15.84,965.8257,338.45,11.6
2020-06-01 23:10,9.848337038,15.77,965.8073,338.45,11.7
2020-06-01 23:15,9.847815971,15.84,965.7562,338.45,11.7
2020-06-01 23:20,9.847912843,15.82,965.7657,338.45,11.7
2020-06-01 23:25,9.848988626,15.72,965.8712,338.45,11.7
2020-06-01 23:30,9.848456343,15.67,965.819,338.45,11.7
2020-06-01 23:35,9.848366609,15.69,965.8102,338.45,11.7
2020-06-01 23:40,9.8488061,15.65,965.8533,338.45,11.7
2020-06-01 23:45,9.846668809,15.99,965.6437,338.45,11.7
2020-06-01 23:50,9.847429505,15.73,965.7183,338.45,11.7
2020-06-01 23:55,9.848293191,15.48,965.803,338.45,11.7
2020-06-02 0:00,9.847419308,15.36,965.7173,338.45,11.7
2020-06-02 0:05,9.847191915,15.49,965.695,338.45,11.7
2020-06-02 0:10,9.848756135,15.43,965.8484,338.45,11.7
2020-06-02 0:15,9.849291477,15.16,965.9009,338.45,11.7
2020-06-02 0:20,9.849816623,15.04,965.9524,338.45,11.7
2020-06-02 0:25,9.850041977,15.14,965.9745,338.45,11.7
2020-06-02 0:30,9.850639521,14.9,966.0331,338.45,11.7
2020-06-02 0:35,9.851519522,14.83,966.1194,338.45,11.7
2020-06-02 0:40,9.851984505,14.82,966.165,338.45,11.7
2020-06-02 0:45,9.852131342,14.76,966.1794,338.45,11.7
2020-06-02 0:50,9.852445409,14.79,966.2102,338.45,11.7
2020-06-02 0:55,9.852703394,14.79,966.2355,338.45,11.7
2020-06-02 1:00,9.854231924,14.91,966.3854,338.45,11.7
2020-06-02 1:05,9.853696581,15.1,966.3329,338.45,11.8
2020-06-02 1:10,9.853807729,14.98,966.3438,338.45,11.8
2020-06-02 1:15,9.854088146,15.07,966.3713,338.45,11.7
2020-06-02 1:20,9.854872295,14.89,966.4482,338.45,11.7
2020-06-02 1:25,9.854786641,14.93,966.4398,338.45,11.8
2020-06-02 1:30,9.855903212,14.97,966.5493,338.45,11.7
2020-06-02 1:35,9.857003468,14.95,966.6572,338.45,11.7
2020-06-02 1:40,9.857332832,14.92,966.6895,338.45,11.7
2020-06-02 1:45,9.857119714,14.97,966.6686,338.45,11.8
2020-06-02 1:50,9.857604072,14.9,966.7161,338.45,11.7
2020-06-02 1:55,9.857955868,15.18,966.7506,338.45,11.8
2020-06-02 2:00,9.859905535,14.88,966.9418,338.45,11.7
2020-06-02 2:05,9.860007505,14.77,966.9518,338.45,11.7
2020-06-02 2:10,9.85988616,14.79,966.9399,338.45,11.8
2020-06-02 2:15,9.860055431,14.74,966.9565,338.45,11.8
2020-06-02 2:20,9.860200228,14.69,966.9707,338.45,11.7
2020-06-02 2:25,9.860705999,14.61,967.0203,338.45,11.8
2020-06-02 2:30,9.859518049,14.53,966.9038,338.45,11.8
2020-06-02 2:35,9.860607088,14.54,967.0106,338.45,11.8
2020-06-02 2:40,9.861369824,14.43,967.0854,338.45,11.8
2020-06-02 2:45,9.861846024,14.5,967.1321,338.45,11.8
2020-06-02 2:50,9.862494553,14.1,967.1957,338.45,11.8
2020-06-02 2:55,9.862459883,13.92,967.1923,338.45,11.8
2020-06-02 3:00,9.86274336,13.7,967.2201,338.45,11.8
2020-06-02 3:05,9.862070358,13.56,967.1541,338.45,11.8
2020-06-02 3:10,9.862090752,13.45,967.1561,338.45,11.8
2020-06-02 3:15,9.862326302,13.21,967.1792,338.45,11.8
2020-06-02 3:20,9.862381366,13.38,967.1846,338.45,11.8
2020-06-02 3:25,9.862444588,12.95,967.1908,338.45,11.8
2020-06-02 3:30,9.862784148,12.75,967.2241,338.45,11.8
2020-06-02 3:35,9.863776316,12.7,967.3214,338.45,11.8
2020-06-02 3:40,9.864798055,12.8,967.4216,338.45,11.8
2020-06-02 3:45,9.864501323,12.82,967.3925,338.45,11.8
2020-06-02 3:50,9.864370801,12.9,967.3797,338.45,11.8
2020-06-02 3:55,9.86461247,12.99,967.4034,338.45,11.8
2020-06-02 4:00,9.86457678,13.05,967.3999,338.45,11.8
2020-06-02 4:05,9.865353792,13.01,967.4761,338.45,11.8
2020-06-02 4:10,9.865928903,13.22,967.5325,338.45,11.8
2020-06-02 4:15,9.866568254,13.38,967.5952,338.45,11.8
2020-06-02 4:20,9.86665289,13.46,967.6035,338.45,11.8
2020-06-02 4:25,9.867206587,13.39,967.6578,338.45,11.8
2020-06-02 4:30,9.86699245,13.41,967.6368,338.45,11.8
2020-06-02 4:35,9.866973075,13.25,967.6349,338.45,11.8
2020-06-02 4:40,9.867226981,13.22,967.6598,338.45,11.8
2020-06-02 4:45,9.867986657,13.03,967.7343,338.45,11.9
2020-06-02 4:50,9.867308557,13.01,967.6678,338.45,11.9
2020-06-02 4:55,9.866725288,13.05,967.6106,338.45,11.9
2020-06-02 5:00,9.867277966,13.03,967.6648,338.45,11.9
2020-06-02 5:05,9.867899983,13.12,967.7258,338.45,11.8
2020-06-02 5:10,9.868069253,13.08,967.7424,338.45,11.9
2020-06-02 5:15,9.868374143,13.01,967.7723,338.45,11.9
2020-06-02 5:20,9.86859032,12.96,967.7935,338.45,11.9
2020-06-02 5:25,9.869140958,13.09,967.8475,338.45,11.9
2020-06-02 5:30,9.87015352,13.22,967.9468,338.45,11.8
2020-06-02 5:35,9.870938689,13.17,968.0238,338.45,11.9
2020-06-02 5:40,9.871105919,13.32,968.0402,338.45,11.8
2020-06-02 5:45,9.871882931,13.53,968.1164,338.45,11.9
2020-06-02 5:50,9.87171468,13.44,968.0999,338.45,11.9
2020-06-02 5:55,9.871994078,13.49,968.1273,338.45,11.9
2020-06-02 6:00,9.872440707,13.53,968.1711,338.45,11.9
2020-06-02 6:05,9.87304131,13.7,968.23,338.45,11.9
2020-06-02 6:10,9.873976375,13.59,968.3217,338.45,11.9
2020-06-02 6:15,9.874379156,13.59,968.3612,338.45,11.9
2020-06-02 6:20,9.874830884,13.63,968.4055,338.45,11.9
2020-06-02 6:25,9.875390699,13.72,968.4604,338.45,11.9
2020-06-02 6:30,9.876104489,13.73,968.5304,338.45,11.9
2020-06-02 6:35,9.876568452,13.8,968.5759,338.45,11.9
2020-06-02 6:40,9.876419576,13.9,968.5613,338.45,12
2020-06-02 6:45,9.877691142,13.81,968.686,338.45,11.9
2020-06-02 6:50,9.877383193,14,968.6558,338.45,11.9
2020-06-02 6:55,9.876991628,13.96,968.6174,338.45,11.9
2020-06-02 7:00,9.87715376,14.08,968.6333,338.45,11.9
2020-06-02 7:05,9.877413784,14.24,968.6588,338.45,11.9
2020-06-02 7:10,9.877108893,14.26,968.6289,338.45,12
2020-06-02 7:15,9.87647566,14.44,968.5668,338.45,11.9
2020-06-02 7:20,9.877328129,14.56,968.6504,338.45,11.9
2020-06-02 7:25,9.877023239,14.82,968.6205,338.45,12
2020-06-02 7:30,9.876272739,15.1,968.5469,338.45,11.9
2020-06-02 7:35,9.87657763,15.38,968.5768,338.45,11.9
2020-06-02 7:40,9.87773091,15.39,968.6899,338.45,12
2020-06-02 7:45,9.876717329,15.45,968.5905,338.45,12
2020-06-02 7:50,9.877716635,15.7,968.6885,338.45,12
2020-06-02 7:55,9.877743147,16.16,968.6911,338.45,12
2020-06-02 8:00,9.876850909,16.25,968.6036,338.45,11.9
2020-06-02 8:05,9.876379808,16.58,968.5574,338.45,12
2020-06-02 8:10,9.876886599,16.77,968.6071,338.44,12
2020-06-02 8:15,9.876760156,16.9,968.5947,338.44,12
2020-06-02 8:20,9.877649334,16.96,968.6819,338.44,12
2020-06-02 8:25,9.878531375,17.11,968.7684,338.44,12
2020-06-02 8:30,9.875951534,17.31,968.5154,338.45,12
2020-06-02 8:35,9.879411376,17.59,968.8547,338.44,12
2020-06-02 8:40,9.880029314,17.63,968.9153,338.44,12
2020-06-02 8:45,9.880228156,17.7,968.9348,338.44,12
2020-06-02 8:50,9.880683962,17.92,968.9795,338.44,12
2020-06-02 8:55,9.880295456,17.85,968.9414,338.44,12
2020-06-02 9:00,9.879922246,17.83,968.9048,338.44,12
2020-06-02 9:05,9.879406277,17.85,968.8542,338.44,11.9
2020-06-02 9:10,9.879332859,18.07,968.847,338.44,12
2020-06-02 9:15,9.879526602,18.26,968.866,338.45,12
2020-06-02 9:20,9.879041225,18.41,968.8184,338.44,12
2020-06-02 9:25,9.87997425,18.56,968.9099,338.44,12
2020-06-02 9:30,9.880157796,18.64,968.9279,338.44,12
2020-06-02 9:35,9.880542223,18.85,968.9656,338.44,12
2020-06-02 9:40,9.880817542,18.61,968.9926,338.44,12
2020-06-02 9:45,9.881237659,18.6,969.0338,338.44,12
2020-06-02 9:50,9.881148945,18.52,969.0251,338.44,12
2020-06-02 9:55,9.880890961,18.43,968.9998,338.44,12
2020-06-02 10:00,9.881229501,18.52,969.033,338.44,12
2020-06-02 10:05,9.88113161,18.57,969.0234,338.44,12
2020-06-02 10:10,9.880719651,18.53,968.983,338.44,12
2020-06-02 10:15,9.882372585,18.44,969.1451,338.44,12
2020-06-02 10:20,9.882201275,18.32,969.1283,338.44,12
2020-06-02 10:25,9.882192098,18.15,969.1274,338.44,12.1
2020-06-02 10:30,9.881976941,18.04,969.1063,338.44,12.1
